timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,action_label
2026-07-04 14:11:55.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-04 14:11:55.871,0.0,0.0,0.0,0.0,0.0,-0.0,-0.2206,1.6913,0.1,0.0,-0.0021,-0.1916,0.6035,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:55.971,1.33,3.222,65.533,1.222,0.002,0.0005,-0.2202,1.6909,0.1,0.0,2.4948,0.7089,-1.37,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.071,1.345,3.221,65.533,1.21,0.0102,0.0003,-0.2148,1.687,0.1,0.0,0.4655,-0.0575,0.0958,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.171,1.314,3.247,65.533,1.205,0.0141,0.0006,-0.2016,1.6801,0.1,0.0,1.1239,0.5269,0.0096,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.271,1.309,3.263,65.533,1.199,0.0135,0.0009,-0.1844,1.6748,0.1,0.0,0.8064,0.3161,0.1533,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.371,1.285,3.283,65.533,1.179,0.0189,0.0,-0.1632,1.6718,0.1,0.0,0.7329,0.3736,-1.6574,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.471,1.289,3.331,65.533,1.148,0.0144,-0.0006,-0.1358,1.6716,0.1,0.0,0.5689,0.4024,-0.0575,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.571,1.311,3.374,65.533,1.128,0.0176,-0.0014,-0.1044,1.6747,0.1,0.0,0.294,0.297,0.5077,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.671,1.326,3.422,65.533,1.093,0.0151,-0.0007,-0.0729,1.6801,0.1,0.0,0.1875,0.7568,0.9005,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.771,1.337,3.465,65.533,1.069,0.0116,-0.0003,-0.0427,1.6866,0.1,0.0,0.081,1.0442,1.1017,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.871,1.382,3.516,65.533,1.032,0.0114,-0.0015,-0.0123,1.6938,0.1,0.0,0.0959,-0.0766,0.9963,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:56.971,1.412,3.555,65.533,0.997,0.0103,0.0017,0.0189,1.7018,0.1,0.0,-0.017,-0.0766,0.4215,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.071,1.446,3.598,65.533,0.969,0.01,0.0005,0.0492,1.7099,0.1,0.0,0.0053,-0.0287,0.182,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.171,1.471,3.631,65.533,0.944,0.0132,-0.0011,0.0797,1.7182,0.1,0.0,0.0607,0.0479,0.5077,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.271,1.489,3.655,65.533,0.904,0.0088,-0.0007,0.1099,1.7266,0.1,0.0,-0.0234,-0.2299,0.3832,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.371,1.527,3.647,65.533,0.879,0.0133,-0.0016,0.1406,1.7353,0.1,0.0,0.0543,-0.0287,1.0921,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.471,1.566,3.704,65.533,0.846,0.0095,-0.0017,0.1708,1.7439,0.1,0.0,0.033,0.4503,-0.5077,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.571,1.592,7.342,65.533,0.814,0.0093,-0.0021,0.2003,1.7523,0.1,0.0,0.0075,-0.1341,0.7281,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.671,1.615,7.397,65.533,0.788,0.0107,0.0014,0.2273,1.7598,0.1,0.0,-0.049,0.1724,0.8526,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.771,1.627,7.415,65.533,0.767,0.011,0.0004,0.2522,1.7662,0.1,0.0,-0.1427,0.0287,0.5461,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.871,1.656,7.437,65.533,0.743,0.0059,0.0009,0.2756,1.7717,0.1,0.0,-0.1427,-0.0958,0.9293,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:57.971,1.696,7.458,65.533,0.716,0.0083,0.001,0.2976,1.7762,0.1,0.0,-0.114,-0.2587,0.9867,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:58.071,1.708,65.533,65.533,0.695,0.0081,-0.0002,0.3177,1.7795,0.1,0.0,-0.2099,0.0766,0.7185,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:11:58.171,1.728,65.533,65.533,0.686,0.0081,-0.0012,0.3368,1.7821,0.1,0.0,-0.1619,0.0671,1.3891,0.0,0.0,0.0,0.0,approaching_wall
