timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,action_label
2026-07-04 14:43:56.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-04 14:43:56.402,0.0,0.0,0.0,0.0,0.0,0.0,1.3918,2.7141,0.1,0.0,0.0064,-0.0958,0.661,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:56.501,2.154,65.533,6.273,0.28,-0.0,-0.0001,1.3918,2.7141,0.1,0.0,0.0298,-0.2299,0.4982,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:56.601,2.167,65.533,6.282,0.281,0.0018,0.0005,1.3897,2.7131,0.1,0.0,2.0624,0.7185,-0.2778,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:56.701,2.143,65.533,6.327,0.288,0.0064,-0.0009,1.3817,2.7069,0.1,0.0,0.3995,-0.0096,-0.3161,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:56.801,2.151,65.533,6.335,0.303,0.0093,-0.0012,1.3698,2.6956,0.1,0.0,0.1406,-0.0192,0.5748,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:56.901,2.15,65.533,6.357,0.314,0.0122,-0.0014,1.3554,2.6811,0.1,0.0,-0.0309,-0.1629,0.9101,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:57.002,2.129,65.533,65.533,0.331,0.0093,0.0,1.3428,2.6683,0.1,0.0,0.0788,0.0766,0.7472,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:57.101,2.111,65.533,6.346,0.342,0.0092,-0.0005,1.3311,2.6561,0.1,0.0,0.115,-0.1916,0.7089,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:57.201,2.103,65.533,6.349,0.358,0.01,-0.0005,1.3202,2.6444,0.1,0.0,0.1694,-0.1724,0.8622,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:57.301,2.082,65.533,65.533,0.367,0.0086,0.0001,1.3102,2.6328,0.1,0.0,0.2194,-0.2874,0.6227,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:57.401,2.071,65.533,65.533,0.381,0.0089,-0.0005,1.3011,2.6214,0.1,0.0,0.2141,-0.0671,0.2778,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:43:57.501,2.114,65.533,65.533,0.393,0.0091,0.0003,1.2929,2.6099,0.1,0.0,0.228,-0.1724,0.8909,0.0,0.0,0.0,0.0,wall_following_fail
