timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,action_label
2026-07-04 14:10:18.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-04 14:10:18.489,1.757,3.164,65.533,1.217,-0.0,0.0,-0.3269,1.3714,0.1,0.0,0.0075,-0.1054,0.5365,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:18.589,1.768,3.166,65.533,1.215,0.0002,-0.0013,-0.3267,1.3716,0.1,0.0,-2.1028,-0.0958,2.4525,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:18.689,1.462,3.179,65.533,1.218,0.0027,-0.0006,-0.3224,1.3741,0.1,0.0,-0.5124,0.0287,-0.5748,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:18.789,1.349,3.18,65.533,1.2,0.0084,0.0001,-0.31,1.3789,0.1,0.0,-0.6125,-0.1724,-0.3545,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:18.890,1.306,3.212,65.533,1.182,0.0106,0.0003,-0.2922,1.3843,0.1,0.0,0.0479,-0.0383,0.3832,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:18.989,1.278,3.238,65.533,1.166,0.0118,-0.0004,-0.2717,1.3909,0.1,0.0,0.2525,0.0958,0.4024,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.089,1.265,3.272,65.533,1.153,0.0135,-0.0,-0.2467,1.4004,0.1,0.0,0.3579,0.6227,-0.2203,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.190,1.288,3.334,65.533,1.12,0.0123,0.0002,-0.2183,1.4132,0.1,0.0,0.3792,0.1724,0.297,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.289,1.333,3.368,65.533,1.092,0.014,0.0021,-0.1894,1.4281,0.1,0.0,0.1161,-0.1245,1.2646,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.389,1.354,3.416,65.533,1.068,0.0112,-0.0044,-0.1622,1.443,0.1,0.0,0.0501,0.0287,0.4215,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.489,1.384,3.46,65.533,1.02,0.0109,0.0024,-0.1348,1.4587,0.1,0.0,0.0842,0.1916,-0.5269,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.589,1.412,3.507,65.533,1.006,0.0111,-0.0004,-0.1074,1.4748,0.1,0.0,-0.0778,-0.0958,0.0479,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.689,1.434,3.554,65.533,0.966,0.0099,0.0005,-0.0806,1.4908,0.1,0.0,0.049,0.0766,0.7089,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:10:19.789,1.432,3.602,65.533,0.937,0.0098,-0.0016,-0.0537,1.507,0.1,0.0,-0.017,-0.1629,-0.8047,0.0,0.0,0.0,0.0,approaching_wall
