timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,action_label
2026-07-04 14:47:20.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-04 14:47:20.652,2.708,65.533,6.233,0.289,0.0,0.0,2.1373,3.2823,0.1,0.0,0.0192,-0.1533,0.5844,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:20.752,2.706,65.533,6.169,0.29,0.0005,0.0019,2.1368,3.2821,0.1,0.0,1.7758,-0.0862,-0.3353,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:20.852,2.716,65.533,6.143,0.289,0.0048,-0.0011,2.1311,3.2782,0.1,0.0,0.5635,0.4215,-0.4119,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:20.952,2.699,65.533,6.256,0.299,0.0092,0.0004,2.1199,3.2683,0.1,0.0,0.4037,-0.2874,-0.0671,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.052,2.692,65.533,6.234,0.318,0.0136,0.0005,2.1064,3.2549,0.1,0.0,-0.2194,-0.0479,0.6898,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.152,2.677,65.533,65.533,0.333,0.0097,0.001,2.0926,3.2416,0.1,0.0,-0.0415,0.0287,1.0442,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.252,2.67,65.533,65.533,0.343,0.0081,-0.001,2.0807,3.2299,0.1,0.0,0.114,-0.0575,0.6706,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.352,2.651,65.533,65.533,0.349,0.0083,-0.0005,2.0703,3.2189,0.1,0.0,0.1577,-0.1245,0.8335,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.452,2.639,65.533,65.533,0.368,0.0102,0.0004,2.0597,3.2072,0.1,0.0,0.1289,0.1245,0.958,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.552,2.636,65.533,65.533,0.377,0.0118,-0.0006,2.0496,3.1954,0.1,0.0,0.1225,-0.1054,0.7856,0.0,0.0,0.0,0.0,wall_following_fail
2026-07-04 14:47:21.652,2.632,65.533,65.533,0.391,0.0082,0.0001,2.0413,3.1848,0.1,0.0,0.1864,0.0096,0.4407,0.0,0.0,0.0,0.0,wall_following_fail
