timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,action_label
2026-07-04 14:08:22.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-04 14:08:22.389,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3574,1.1323,0.0,0.0,0.0426,-0.0958,0.9772,0.0,0.0,0.0,0.0,idle
2026-07-04 14:08:22.489,0.0,0.0,0.0,0.0,0.0,0.0001,-0.3574,1.1323,0.1,0.0,0.0021,-0.1245,0.5269,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:22.589,2.244,3.149,65.533,1.222,-0.0008,0.0013,-0.3565,1.1339,0.1,0.0,2.4874,-0.0766,1.4274,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:22.689,2.251,3.15,65.533,1.212,-0.0016,0.0008,-0.3561,1.1367,0.1,0.0,1.6821,0.1054,-0.1341,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:22.789,2.25,3.159,65.533,1.201,0.002,0.0006,-0.356,1.1372,0.1,0.0,2.0091,0.3449,0.0575,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:22.889,2.257,3.159,65.533,1.201,0.0085,-0.001,-0.3523,1.1326,0.1,0.0,1.9505,0.5365,0.0383,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:22.989,2.252,3.162,65.533,1.203,0.0159,-0.0024,-0.342,1.1264,0.1,0.0,1.8706,0.9293,0.3066,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.089,1.422,3.179,65.533,1.196,0.0276,-0.0016,-0.3201,1.1227,0.1,0.0,1.6309,0.9293,-0.6035,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.189,1.305,3.206,65.533,1.167,0.0184,-0.0014,-0.2905,1.1259,0.1,0.0,0.8874,0.6706,0.9293,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.289,1.297,3.243,65.533,1.144,0.0142,0.0006,-0.2604,1.1342,0.1,0.0,0.4762,0.8718,0.0575,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.389,1.323,3.279,65.533,1.116,0.0134,-0.001,-0.2321,1.1454,0.1,0.0,0.3345,0.4215,0.4024,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.489,1.341,3.337,65.533,1.083,0.0118,0.0017,-0.2035,1.1588,0.1,0.0,0.1917,0.182,-0.0096,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.589,1.357,3.38,65.533,1.057,0.0151,0.0016,-0.175,1.1734,0.1,0.0,0.0948,0.0862,0.6035,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.689,1.403,3.422,65.533,1.037,0.0106,-0.0004,-0.1479,1.1881,0.1,0.0,0.0543,0.1341,0.4886,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.789,1.42,3.46,65.533,1.002,0.0105,0.0006,-0.1201,1.2036,0.1,0.0,0.0884,0.1054,0.7472,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.889,1.452,3.514,65.533,0.966,0.0103,0.0005,-0.0925,1.2193,0.1,0.0,0.0256,0.2108,0.6514,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 14:08:23.989,1.482,3.559,65.533,0.925,0.0093,-0.0016,-0.0654,1.2348,0.1,0.0,0.0415,0.0766,0.2395,0.0,0.0,0.0,0.0,approaching_wall
