timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,action_label
2026-07-04 13:24:30.260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-04 13:24:30.360,1.743,3.174,65.533,1.209,-0.0,0.0,0.0,0.0,0.1,0.5,-0.0405,-0.1341,0.364,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:30.460,1.725,3.183,65.533,1.212,0.0029,0.0074,0.0008,-0.0001,0.1,0.5,0.9928,0.0766,-0.0575,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:30.560,1.642,3.225,65.533,1.209,0.006,0.0106,0.0057,-0.0004,0.1,0.5,0.4996,0.1724,0.1724,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:30.660,1.637,3.269,65.533,1.21,0.0068,0.0139,0.0124,0.0001,0.1,0.5,0.5571,-0.4024,-0.0766,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:30.760,1.634,3.324,65.533,1.198,0.0088,0.0218,0.0215,0.0015,0.1,0.5,-0.4708,-0.4024,0.2778,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:30.860,1.593,3.438,65.533,1.181,0.0094,0.0279,0.0312,0.0037,0.1,0.5,0.5635,0.1245,0.5844,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:30.960,1.558,3.542,65.533,1.161,0.0126,0.0413,0.0416,0.0068,0.1,0.5,-1.3625,-0.0192,0.6419,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.060,1.547,65.533,9.247,1.157,0.0143,0.0498,0.0522,0.0104,0.1,0.5,0.4517,-0.0096,0.3353,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.161,2.523,65.533,5.783,1.152,0.011,0.0403,0.0644,0.0142,0.1,0.5,0.6264,0.3257,0.594,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.260,2.57,65.533,4.845,1.137,0.0099,0.0402,0.075,0.0171,0.1,0.5,0.2961,0.0,0.4119,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.360,2.61,65.533,4.313,1.119,0.0109,0.0475,0.0862,0.0202,0.1,0.5,0.2855,0.0958,0.9772,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.460,2.677,65.533,3.548,1.122,0.01,0.0459,0.0967,0.0233,0.1,0.5,0.3004,-0.0575,0.1629,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.560,2.748,2.899,3.043,1.122,0.0101,0.0472,0.1066,0.0267,0.1,0.5,0.2567,0.1533,0.3161,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.660,2.828,3.316,2.612,1.116,0.0092,0.0443,0.1162,0.0304,0.1,0.5,0.1907,-0.1054,0.2203,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.761,2.917,3.904,2.297,1.116,0.0116,0.056,0.1256,0.0346,0.1,0.5,0.2983,0.0383,-0.2778,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.860,2.872,4.701,2.04,1.129,0.0129,0.063,0.1348,0.0393,0.1,0.5,0.278,-0.0671,0.7377,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:31.960,3.003,65.533,1.821,1.134,0.0127,0.0618,0.1436,0.0443,0.1,0.5,0.2823,0.1437,0.364,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.060,3.13,9.945,1.634,1.156,0.0106,0.0518,0.1521,0.0496,0.1,0.5,0.2418,0.1054,0.4024,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.160,3.285,65.533,1.491,1.177,0.0098,0.048,0.1603,0.0555,0.1,0.5,0.2131,-0.2395,0.776,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.260,3.46,65.533,1.369,1.199,0.0107,0.0514,0.1683,0.0619,0.1,0.5,0.2929,0.1054,0.4024,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.360,3.655,65.533,1.267,1.24,0.0085,0.0416,0.1756,0.0683,0.1,0.5,0.2908,0.1724,0.4694,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.460,3.699,65.533,1.184,1.25,0.0101,0.0495,0.1833,0.0758,0.1,0.5,0.1875,0.0575,0.2874,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.560,3.523,9.217,1.095,1.178,0.008,0.0388,0.1901,0.0832,0.1,0.5,0.179,-0.0862,0.1437,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.660,3.396,4.688,1.045,1.109,0.0091,0.044,0.1967,0.091,0.1,0.5,0.2205,0.1533,0.4694,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.760,3.238,4.166,0.978,1.132,0.0094,0.0456,0.2025,0.0987,0.1,0.5,0.1843,0.1724,0.9388,0.0,0.0,0.0,0.0,approaching_wall
2026-07-04 13:24:32.861,3.152,3.243,0.925,1.179,0.0124,0.0605,0.2085,0.1075,0.1,0.5,0.2908,0.2682,0.1341,0.0,0.0,0.0,0.0,approaching_wall
