timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,distance_travelled,action_label
2026-07-09 11:04:16.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-09 11:04:16.899,1.952,2.304,6.266,1.239,0.0,-0.0,2.7521,-4.8776,0.1,0.0,-0.049,-0.1916,0.3257,0.0,0.0,0.0,0.0,0.0,approaching_wall
2026-07-09 11:04:16.999,1.953,2.313,6.233,1.226,0.001,0.0019,2.752,-4.8782,0.1,0.0,-2.7122,0.4407,0.2395,0.0,0.0,0.0,0.0,0.0006,approaching_wall
2026-07-09 11:04:17.099,1.952,2.305,65.533,1.234,0.0006,-0.0012,2.7513,-4.8798,0.1,0.0,-1.6171,0.1245,0.1724,0.0,0.0,0.0,0.0,0.0023,approaching_wall
2026-07-09 11:04:17.199,1.958,2.307,65.533,1.224,-0.0026,0.0068,2.7527,-4.8788,0.1,0.0,-2.0996,-0.0479,-0.6227,0.0,0.0,0.0,0.0,0.0013,approaching_wall
2026-07-09 11:04:17.299,1.964,2.322,6.288,1.206,-0.0016,0.0178,2.7606,-4.8758,0.1,0.0,-1.7833,-0.2682,-0.6898,0.0,0.0,0.0,0.0,0.0087,approaching_wall
2026-07-09 11:04:17.399,1.996,2.89,6.147,1.187,0.0013,0.0192,2.7771,-4.874,0.1,0.0,-0.5433,-0.0479,-0.6514,0.0,0.0,0.0,0.0,0.0253,approaching_wall
2026-07-09 11:04:17.499,2.324,3.712,6.248,1.158,0.0029,0.0216,2.7989,-4.8733,0.1,0.0,-0.1864,-0.4024,-0.7664,0.0,0.0,0.0,0.0,0.047,approaching_wall
2026-07-09 11:04:17.600,2.368,2.8,9.277,1.124,0.0039,0.0172,2.8215,-4.8737,0.1,0.0,0.0181,0.4982,0.7951,0.0,0.0,0.0,0.0,0.0695,approaching_wall
2026-07-09 11:04:17.699,2.402,2.294,6.138,1.091,0.0049,0.0181,2.8472,-4.8747,0.1,0.0,-0.0341,0.2682,0.7568,0.0,0.0,0.0,0.0,0.0951,approaching_wall
2026-07-09 11:04:17.799,2.434,2.301,6.204,1.061,0.0065,0.0222,2.871,-4.8755,0.1,0.0,-0.082,-0.6323,-0.297,0.0,0.0,0.0,0.0,0.1189,approaching_wall
2026-07-09 11:04:17.899,2.47,2.31,6.226,1.028,0.0072,0.0251,2.8944,-4.8761,0.1,0.0,-0.0959,-0.115,0.2395,0.0,0.0,0.0,0.0,0.1423,approaching_wall
2026-07-09 11:04:17.999,2.502,2.287,6.168,0.991,0.0091,0.0321,2.9183,-4.8768,0.1,0.0,-0.0778,-0.2874,1.2646,0.0,0.0,0.0,0.0,0.1662,approaching_wall
2026-07-09 11:04:18.099,2.53,2.276,6.101,0.954,0.0063,0.0191,2.9416,-4.8774,0.1,0.0,0.0298,-0.4598,-0.2778,0.0,0.0,0.0,0.0,0.1895,approaching_wall
2026-07-09 11:04:18.199,2.568,2.25,5.966,0.934,0.0057,0.015,2.9663,-4.8777,0.1,0.0,0.0788,-0.0096,2.51,0.0,0.0,0.0,0.0,0.2142,approaching_wall
2026-07-09 11:04:18.299,2.599,2.261,6.015,0.901,0.0057,0.0161,2.989,-4.8775,0.1,0.0,0.0458,-0.3832,0.0958,0.0,0.0,0.0,0.0,0.2369,approaching_wall
2026-07-09 11:04:18.399,2.63,2.264,6.029,0.87,0.0056,0.0172,3.0116,-4.8767,0.1,0.0,-0.0522,-0.5173,-0.1341,0.0,0.0,0.0,0.0,0.2595,approaching_wall
2026-07-09 11:04:18.500,2.665,2.247,6.096,0.842,0.0065,0.0246,3.0361,-4.8753,0.1,0.0,-0.0426,0.2108,0.0479,0.0,0.0,0.0,0.0,0.284,approaching_wall
2026-07-09 11:04:18.600,2.693,2.25,6.139,0.816,0.0077,0.0232,3.0597,-4.8736,0.1,0.0,-0.0245,-0.0862,0.3161,0.0,0.0,0.0,0.0,0.3076,approaching_wall
2026-07-09 11:04:18.700,2.724,2.296,6.182,0.785,0.0071,0.0203,3.0793,-4.8718,0.1,0.0,-0.0671,0.0096,0.3257,0.0,0.0,0.0,0.0,0.3273,approaching_wall
2026-07-09 11:04:18.799,2.738,2.333,6.15,0.761,0.0066,0.0148,3.0982,-4.8699,0.1,0.0,-0.1609,0.0575,0.8814,0.0,0.0,0.0,0.0,0.3462,approaching_wall
2026-07-09 11:04:18.899,2.769,2.366,6.122,0.742,0.0067,0.0161,3.1155,-4.8682,0.1,0.0,-0.147,0.1054,0.0862,0.0,0.0,0.0,0.0,0.3635,approaching_wall
2026-07-09 11:04:18.999,2.795,2.386,6.191,0.706,0.0064,0.0151,3.1316,-4.8666,0.1,0.0,-0.1342,-0.0096,0.1245,0.0,0.0,0.0,0.0,0.3797,approaching_wall
2026-07-09 11:04:19.099,2.805,2.397,6.243,0.688,0.0062,0.0134,3.1472,-4.8651,0.1,0.0,-0.2567,-0.0479,0.2491,0.0,0.0,0.0,0.0,0.3953,approaching_wall
2026-07-09 11:04:19.199,2.822,2.389,6.629,0.682,0.006,0.01,3.16,-4.8641,0.1,0.0,-0.2972,-0.3353,0.297,0.0,0.0,0.0,0.0,0.4081,approaching_wall
2026-07-09 11:04:19.299,2.837,2.393,6.833,0.662,0.0044,0.0057,3.1727,-4.8634,0.1,0.0,-0.1172,-0.2012,-0.4886,0.0,0.0,0.0,0.0,0.4208,approaching_wall
2026-07-09 11:04:19.399,2.846,2.369,7.696,0.643,0.0039,0.0061,3.1847,-4.8628,0.1,0.0,-0.2993,-0.2012,-0.7951,0.0,0.0,0.0,0.0,0.4329,wall_following
2026-07-09 11:04:19.499,2.856,2.369,6.917,0.641,0.0063,0.0064,3.1945,-4.8626,0.1,0.0,-0.3824,-0.2012,0.4215,0.0,0.0,0.0,0.0,0.4427,wall_following
2026-07-09 11:04:19.599,2.872,2.363,6.386,0.624,0.0063,0.0044,3.2069,-4.863,0.1,0.0,-0.473,-0.3449,0.6802,0.0,0.0,0.0,0.0,0.455,wall_following
2026-07-09 11:04:19.699,2.869,2.361,6.416,0.62,0.0069,0.0043,3.2171,-4.8639,0.1,0.0,-0.2727,0.0958,0.0479,0.0,0.0,0.0,0.0,0.4652,wall_following
2026-07-09 11:04:19.799,2.879,2.37,6.447,0.603,0.0077,0.0049,3.2266,-4.8652,0.1,0.0,-0.3164,-0.0862,0.2108,0.0,0.0,0.0,0.0,0.4747,wall_following
2026-07-09 11:04:19.899,2.895,2.39,6.435,0.587,0.0072,0.0035,3.2371,-4.8673,0.1,0.0,-0.3281,-0.2203,0.6035,0.0,0.0,0.0,0.0,0.4851,wall_following
2026-07-09 11:04:19.999,2.903,2.394,6.378,0.589,0.0072,0.0021,3.2456,-4.8696,0.1,0.0,-0.4123,-0.2108,0.364,0.0,0.0,0.0,0.0,0.4936,wall_following
2026-07-09 11:04:20.099,2.913,2.401,6.392,0.581,0.0074,0.0028,3.2545,-4.8725,0.1,0.0,-0.1065,-0.2012,-0.5077,0.0,0.0,0.0,0.0,0.5024,wall_following
2026-07-09 11:04:20.199,2.91,2.421,6.369,0.567,0.0079,0.0018,3.2632,-4.8758,0.1,0.0,-0.2546,-0.0096,-0.1437,0.0,0.0,0.0,0.0,0.5111,wall_following
2026-07-09 11:04:20.299,2.923,2.427,6.389,0.562,0.0074,0.0017,3.2712,-4.8792,0.1,0.0,-0.3249,-0.1629,0.479,0.0,0.0,0.0,0.0,0.5191,wall_following
2026-07-09 11:04:20.399,2.932,2.44,6.355,0.56,0.0075,0.0007,3.2783,-4.8828,0.1,0.0,-0.2578,0.0,0.1437,0.0,0.0,0.0,0.0,0.5262,wall_following
