timestamp,lidar_right,lidar_front_right,lidar_front,lidar_left,odom_linear_x,odom_angular_z,pos_x,pos_y,cmd_linear_x,cmd_angular_z,imu_angular_z,imu_accel_x,imu_accel_y,wheel_speed_0,wheel_speed_1,wheel_speed_2,wheel_speed_3,distance_travelled,action_label
2026-07-09 12:07:16.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-09 12:07:17.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,idle
2026-07-09 12:07:17.168,1.873,3.218,65.533,1.3,0.0,-0.0,-4.1782,-7.8439,0.1,0.0,-0.0426,-0.0575,0.1916,0.0,0.0,0.0,0.0,0.0,approaching_wall
2026-07-09 12:07:17.269,1.875,3.218,65.533,1.297,-0.0,-0.0,-4.1782,-7.8439,0.1,0.0,0.0405,0.0,0.0575,0.0,0.0,0.0,0.0,0.0,approaching_wall
2026-07-09 12:07:17.368,1.875,3.218,65.533,1.297,0.0008,0.0045,-4.1779,-7.844,0.1,0.0,1.992,0.5173,-0.182,0.0,0.0,0.0,0.0,0.0003,approaching_wall
2026-07-09 12:07:17.468,1.875,3.218,65.533,1.297,0.0074,-0.001,-4.1728,-7.8435,0.1,0.0,0.881,0.2203,0.2108,0.0,0.0,0.0,0.0,0.0054,approaching_wall
2026-07-09 12:07:17.568,1.884,3.221,65.533,1.286,0.0104,0.0067,-4.1633,-7.8408,0.1,0.0,0.897,0.2203,0.4503,0.0,0.0,0.0,0.0,0.0152,approaching_wall
2026-07-09 12:07:17.668,1.884,3.221,65.533,1.286,0.0121,0.0114,-4.1486,-7.8335,0.1,0.0,0.3782,0.5365,0.5173,0.0,0.0,0.0,0.0,0.0314,approaching_wall
2026-07-09 12:07:17.768,1.884,3.221,65.533,1.286,0.0132,0.0164,-4.1336,-7.8236,0.1,0.0,0.6317,0.2491,0.2012,0.0,0.0,0.0,0.0,0.049,approaching_wall
2026-07-09 12:07:17.868,1.884,3.221,65.533,1.286,0.013,0.0192,-4.1179,-7.8102,0.1,0.0,0.3281,0.5077,-0.5652,0.0,0.0,0.0,0.0,0.0691,approaching_wall
2026-07-09 12:07:17.968,1.884,3.221,65.533,1.286,0.0108,0.0222,-4.1022,-7.793,0.1,0.0,0.2525,-0.1724,0.3928,0.0,0.0,0.0,0.0,0.0915,approaching_wall
2026-07-09 12:07:18.068,1.925,3.266,65.533,1.235,0.0097,0.0229,-4.0878,-7.774,0.1,0.0,0.1726,0.2108,0.3353,0.0,0.0,0.0,0.0,0.1143,approaching_wall
2026-07-09 12:07:18.168,2.367,3.575,65.533,1.136,0.0104,0.0217,-4.0743,-7.7547,0.1,0.0,0.2397,-0.1437,1.7053,0.0,0.0,0.0,0.0,0.1369,approaching_wall
2026-07-09 12:07:18.268,2.367,3.575,65.533,1.136,0.0066,0.0162,-4.0613,-7.7353,0.1,0.0,0.1832,-0.0671,-1.1879,0.0,0.0,0.0,0.0,0.1596,approaching_wall
2026-07-09 12:07:18.368,2.367,3.575,65.533,1.136,0.0093,0.0238,-4.0487,-7.7149,0.1,0.0,0.1108,0.0096,0.8143,0.0,0.0,0.0,0.0,0.1828,approaching_wall
2026-07-09 12:07:18.468,2.367,3.575,65.533,1.136,0.0063,0.0168,-4.0371,-7.6942,0.1,0.0,-0.0181,0.6802,0.661,0.0,0.0,0.0,0.0,0.2057,approaching_wall
2026-07-09 12:07:18.568,2.367,3.575,65.533,1.136,0.006,0.0171,-4.0262,-7.6734,0.1,0.0,0.0128,0.0671,0.7568,0.0,0.0,0.0,0.0,0.2284,approaching_wall
2026-07-09 12:07:18.668,2.367,3.575,65.533,1.136,0.0085,0.0237,-4.0157,-7.652,0.1,0.0,0.0149,-0.2108,0.2203,0.0,0.0,0.0,0.0,0.2515,approaching_wall
2026-07-09 12:07:18.768,2.552,2.212,12.149,0.935,0.0057,0.0166,-4.0059,-7.6305,0.1,0.0,-0.0011,-0.3161,0.5556,0.0,0.0,0.0,0.0,0.2743,approaching_wall
2026-07-09 12:07:18.869,2.586,2.198,12.147,0.91,0.0057,0.017,-3.9966,-7.6088,0.1,0.0,0.0256,0.0287,0.0192,0.0,0.0,0.0,0.0,0.2971,approaching_wall
2026-07-09 12:07:18.968,2.625,2.178,12.147,0.878,0.006,0.0183,-3.9878,-7.5868,0.1,0.0,0.0,0.1724,-0.2395,0.0,0.0,0.0,0.0,0.3199,approaching_wall
